Club,Handle,Country,Region,League,Followers,(as of),Tweeted at…,Expressed some interest?,Address,Latitude,Longitude,,
Cambourne CC,@cambourne_cc,UK,Cambridgeshire,CCA... Huntingdonshire County Cricket League... Cambs Business House League,196,6/20/2022,,,CB23 6FD,,,,
Canvey Island CC,@CICC100,UK,Essex,T Rippon Mid Essex Cricket League,541,6/20/2022,,,SS8 8QP,,,,
Foxton Granta CC,@foxtongrantacc,UK,Cambridgeshire,CCA,198,6/20/2022,,,CB22 6RN,,,,
Burwell & Exning CC,@BurwellExningCC,UK,Cambridgeshire,EAPL... CCA,554,6/20/2022,,,CB8 7NN,,,,
Suffolk CCC,@suffolk_ccc,UK,Suffolk,,1597,6/20/2022,,,,,,,
Isleham CC,@IslehamCC,UK,Cambridgeshire,CCA,132,6/20/2022,,,CB7 5RY,,,,
Copdock & Old Ipswichian CC,@CopdockOlCC,UK,Suffolk,EAPL… Marshall Hatchick Two Counties Cricket Championship,575,6/20/2022,,,IP8 3JN,,,,
Sudbury CC,@SudburyCC,UK,Suffolk,Marshall Hatchick Two Counties Cricket Championship… North Essex Cricket League,1619,6/20/2022,,,CO10 2AN,,,,
Witham CC,@Withamcc,UK,Essex,EAPL… Marshall Hatchick Two Counties Cricket Championship… North Essex Cricket League,995,6/20/2022,,,CM8 1HN,,,,
Abberton CC,@CricketAbberton,UK,Essex,Marshall Hatchick Two Counties Cricket Championship… NECL,825,6/20/2022,,,CO5 7AW,,,,
Frinton CC,@FrintonCC,UK,Essex,EAPL,976,6/20/2022,,,CO13 9EU,,,,
Norfolk CCC,@norfolkccc,UK,Norfolk,,1316,6/20/2022,,,,,,,
Sandringham CC,@sandringhamcc1,UK,Norfolk,Norfolk Cricket Alliance… Norfolk Cricket League… MNSCL,297,6/20/2022,,,PE35 6EH,,,,
Swardeston CC,@SwardestonCC,UK,East Anglia,EAPL... Norfolk Cricket Alliance… MNSCL,3088,6/20/2022,,,NR14 8DX,,,,
Drayton CC,@DraytonCC,UK,Norfolk,Norfolk Cricket League… Norfolk Over 40s Social League… MNSCL,729,6/20/2022,,,NR8 6AJ,,,,
Lowestoft Town CC,@LowestoftTownCC,UK,Suffolk,Norfolk Cricket Alliance… MNSCL... Norfolk Cricket League,1256,6/20/2022,,,NR32 1XG,,,,
Hockwold CC,@HockwoldCc,UK,Norfolk,Norfolk Cricket Alliance... Norfolk Cricket League… MNSCL,279,6/20/2022,,,IP26 4LN,,,,
Rackheath CC,@RackheathCC,UK,Norfolk,Norfolk Cricket League,375,6/20/2022,,,NR4 7TJ,,,,
Beccles Town CC,@BecclesTownCC,UK,Norfolk,Norfolk Cricket Alliance,1128,6/20/2022,,,NR34 9RH,,,,
Topcroft CC,@Topcroftcc,UK,Norfolk,Norfolk Cricket Alliance... Norfolk Cricket League… MNSCL… Norfolk Over 40s Social League,1405,6/20/2022,,,NR35 2BL,,,,
Ketteringham Hall CC,@KettHallCC,UK,Norfolk,Norfolk Cricket League,641,6/20/2022,,,NR18 9RS,,,,
Sheringham CC,@SheringhamCC1,UK,Norfolk,Norfolk Cricket Alliance... Norfolk Cricket League… MNSCL… Norfolk Over 40s Social League,1164,6/20/2022,,,NR26 8HF,,,,
Fakenham CC,@FakenhamCricket,UK,Norfolk,EAPL... Norfolk Cricket Alliance... Norfolk Cricket League… MNSCL… Norfolk Over 40s Social League,1636,6/20/2022,,,NR21 9QR,,,,
Happisburgh CC,@HappisburghCC,UK,Norfolk,Norfolk Cricket League… MNSCL… Norfolk Over 40s Social League,524,6/20/2022,,,NR12 0QT,,,,
Great Witchingham CC,@GtWitchinghamCC,UK,Norfolk,EAPL… Norfolk Cricket Alliance… MNSCL,1039,6/20/2022,,,NR9 5QQ,,,,
North Runcton CC,@NorthRunctonCC,UK,Norfolk,EAPL... Norfolk Cricket Alliance… MNSCL,1177,6/20/2022,,,PE33 0RA,,,,
Cromer CC,@CromerCricket,UK,Norfolk,Norfolk Cricket Alliance… MNSCL,1692,6/20/2022,,,NR27 0AJ,,,,
Great Ellingham CC,@GreatEllinghamC,UK,Norfolk,Norfolk Cricket Alliance... Norfolk Cricket League… MNSCL… Norfolk Over 40s Social League,419,6/20/2022,,,NR17 1HZ,,,,
Aylsham St Giles CC,@aylshamstgiles,UK,Norfolk,Norfolk Cricket Alliance… Norfolk Cricket League,986,6/20/2022,,,NR11 6AW,,,,
Denver CC,@DenverCricket,UK,Norfolk,Norfolk Cricket Alliance... Norfolk Cricket League… MNSCL,458,6/20/2022,,,PE38 0DF,,,,
Rocklands CC,@RocklandsCC,UK,Norfolk,Norfolk Cricket Alliance... Norfolk Cricket League… MNSCL… Norfolk Over 40s Social League,524,6/20/2022,,,NR17 1UA,,,,
Winterton CC,@Winterton_CC,UK,Norfolk,Norfolk Cricket Alliance... Norfolk Cricket League,406,6/20/2022,,,NR29 4AW,,,,
Halvergate CC,@CCHalvergate,UK,Norfolk,Norfolk Cricket League,445,6/20/2022,,,NR13 3BQ,,,,
Kirkley & Belton CC,@KandBCC,UK,Suffolk / Norfolk,Norfolk Cricket League… MNSCL,324,6/20/2022,,,NR32 5HE,,,,
Thetford Town CC,@ThetfordTownCri,UK,Norfolk,Norfolk Cricket Alliance… MNSCL,1232,6/20/2022,,,IP24 1ND,,,,
Overstrand CC,@Overstrand_CC,UK,Norfolk,Norfolk Cricket League,294,6/20/2022,,,NR27 0PT,,,,
Barney and Fulmodeston CC,@BarneyCc2,UK,,,340,6/20/2022,,,,,,,
Hingham CC,@ClubHingham,UK,Norfolk,Norfolk Cricket Alliance... Norfolk Cricket League… MNSCL,293,6/20/2022,,,NR9 4NN,,,,
Caister CC,@CcCaister,UK,Norfolk,Norfolk Cricket League… MNSCL,109,6/20/2022,,,NR30 5ES,,,,
Saham Toney CC,@SahamToneyCC,UK,Norfolk,Norfolk Cricket League,320,6/20/2022,,,IP25 7HL,,,,
Great Yarmouth CC,@GreatYarmouthCC,UK,Norfolk,Norfolk Cricket League,384,6/20/2022,,,NR30 1EY,,,,
Broadland CC,@broadland_cc,UK,Norfolk,Norfolk Cricket League,249,6/20/2022,,,NR30 5ES,,,,
Mulbarton CC,@ClubMulbarton,UK,Norfolk,Norfolk Cricket Alliance,103,6/20/2022,,,NR14 8AE,,,,
Brisley CC,@BrisleyCricket,UK,Norfolk,,161,6/20/2022,,,,,,,
Great Kingshill CC,@GKCC1890,UK,Buckinghamshire,BCMB… Mid Bucks Cricket League,250,6/20/2022,,,,,,,
Littlewick Green CC,@LittlewickGreen,UK,Berkshire,CMB Premiership… Chilterns League,347,6/20/2022,,,,,,,
White Waltham CC,@WWCC_1879,UK,,TVCL,629,6/20/2022,,,,,,,
Stoke Green CC,@StokeGreenCC,UK,Buckinghamshire,TVCL,819,6/20/2022,,,,,,,
Windsor CC,@windsorcc,UK,Berkshire,TVCL,1695,6/20/2022,,,,,,,
Twyford CC,@twyfordcc,UK,Buckinghamshire,Cherwell League,952,6/20/2022,,,MK18 4EY,,,,
Stokenchurch CC,@StokeyCC,UK,Buckinghamshire,Cherwell League,579,6/20/2022,,,HP14 3TY,,,,
Dinton CC,@dintoncricket,UK,Buckinghamshire,Cherwell League,1802,6/20/2022,,,HP17 8TX,,,,
Longstowe CC,@LongstoweCC,UK,Cambridgeshire,CCA,34,6/21/2022,,,CB23 2UJ,,,,
East Rainton CC,@east_raintoncc,UK,Durham,Durham & North East Cricket League,511,6/21/2022,,,,,,,
Little Stoke CC,@LittleStokeCC,UK,Staffordshire,,1473,6/21/2022,,,,,,,
Raynes Park FPCC,@RaynesParkCC,UK,Surrey,Surrey Cricket League,28,6/21/2022,,,,,,,
Blythe CC,@BlytheCricket,UK,,NSSCCL,753,6/21/2022,,,,,,,
St Michael's CC,@stmichaels1879,UK,Northamptonshire,NCL,550,6/21/2022,,,NN6 8QL,,,,
Maidenhead & Bray CC,@mandbcc,UK,Berkshire,TVCL,1213,6/21/2022,,,,,,,
Harpsden CC,@HarpsdenCC,UK,,TVCL… Chilterns League,491,6/21/2022,,,,,,,
Porthill Park CC,@PPCC_Cricket,UK,Staffordshire,,2651,6/21/2022,,,,,,,
Porthill Park CC Women,@PPCCwomen_girls,UK,Staffordshire,Cheshire League,437,6/22/2022,,,,,,,
Bradfield CC,@BradfieldCC,UK,Berkshire,TVCL,654,6/21/2022,,,,,,,
Staffordshire CCC,@StaffsCCC,UK,Staffordshire,,2032,6/21/2022,,,,,,,
Moddershall & Oulton CC,@ModdershallCC,UK,Staffordshire,,1469,6/21/2022,,,,,,,
Caverswall CC,@Caverswall_CC,UK,,,613,6/21/2022,,,,,,,
Barlaston CC,@BarloCC,UK,Staffordshire,NSSCL… Stone Sunday league,1446,6/21/2022,,,,,,,
Leek CC,@LeekCricketClub,UK,,,1785,6/21/2022,,,,,,,
Checkley CC,@checkleyaces,UK,,North Staffs and South Cheshire Cricket League,1179,6/21/2022,,,,,,,
Wood Lane CC,@woodlanecc,UK,,,1240,6/21/2022,,,,,,,
Bignall End CC,@bignall_end_cc,UK,,North Staffs and South Cheshire Cricket League,942,6/21/2022,,,,,,,
Church Eaton CC,@churcheaton_cc,UK,,,926,6/21/2022,,,,,,,
Ashcombe Park CC,@AshcombeParkCC,UK,,,1419,6/21/2022,,,,,,,
Audley CC,@AudleyCC,UK,,NSSCCL,1530,6/21/2022,,,,,,,
JG Meakins CC,@JGMeakins_CC,UK,,NSSCCL,814,6/21/2022,,,,,,,
Woore CC,@Woore_CC,UK,,,614,6/21/2022,,,,,,,
Hem Heath CC,@hem_heathcc,UK,,NSSC Premier,984,6/21/2022,,,,,,,
Leycett CC,@leycettcc,UK,,,209,6/21/2022,,,,,,,
Meir Heath CC,@MHCricket,UK,,,558,6/21/2022,,,,,,,
Oakamoor CC,@OakamoorCC,UK,Staffordshire,NSSCCL,721,6/21/2022,,,,,,,
Betley CC,@betleycc,UK,Staffordshire,,730,6/21/2022,,,,,,,
Knypersley CC,@Knypersleycc,UK,,,1296,6/21/2022,,,,,,,
Longton CC,@LongtonCricket,UK,,North Staffs and South Cheshire Premier League,1286,6/21/2022,,,,,,,
Eccleshall CC,@EccleshallCC,UK,,,1245,6/21/2022,,,,,,,
Stafford CC,@staffordcc,UK,Staffordshire,,888,6/21/2022,,,,,,,
Endon CC,@Endoncc,UK,Staffordshire,,770,6/21/2022,,,,,,,
Elworth CC,@Elworthcc,UK,,,1785,6/21/2022,,,,,,,
Chellaston CC,@ChellastonCC,UK,,DCCL,45,6/22/2022,,,,,,,
Newcastle and Hartshill CC,@1921NHCC,UK,,,218,6/22/2022,,,,,,,
Crewe Vagants CC,@CreweVagCC,UK,,,639,6/22/2022,,,,,,,
Whitmore CC,@whitmorecricket,UK,Staffordshire,,242,6/22/2022,,,,,,,
Whitmore Women,@whitmorewomen,UK,Staffordshire,,197,6/22/2022,,,,,,,
Alsager CC,@AlsagerCC,UK,,,1223,6/22/2022,,,,,,,
Stone SPCC,@StoneSPCC,UK,,,1582,6/22/2022,,,,,,,
Bagnall Norton CC,@BagnallNortonCC,UK,,,409,6/22/2022,,,,,,,
Rode Park & Lawton CC,@rode_parkcc,UK,,North Staffs South Cheshire League,216,6/22/2022,,,,,,,
Onneley CC,@Onneley_CC,UK,,North Staffs South Cheshire League… Stone & District league,106,6/22/2022,,,,,,,
Hanford CC,@HanfordCC,UK,Staffordshire,,111,6/22/2022,,,,,,,
Barrowby CC,@officialbarrow1,UK,Lincolnshire,Lincoln & District League… GMCA,51,6/22/2022,,,NG32 1DJ,,,,
Therfield & Kelshall CC,@TherfieldCC,UK,,North Herts Cricket League,72,6/22/2022,,,,,,,
New City CC Milton Keynes,@NewCItyCCMK,UK,Buckinghamshire,FCCL,44,6/22/2022,,,MK14 5AP,,,,
Europa CC,@europaexilescr1,UK,Cheshire,Cheshire League,181,6/22/2022,,,,,,,
Wirral CC,@2018Wirral,UK,,,360,6/22/2022,,,,,,,
Great Horwood CC,@Great_HorwoodCC,UK,Buckinghamshire,Cherwell League,61,6/22/2022,,,MK17 0RA,,,,
The Gentlemen of Hampstead,@GentsOfHamp,UK,London,,27,6/22/2022,,,,,,,
Woodbury and Newton St Cyres CC,@WandNSCCC,UK,Devon,Devon Cricket League,85,6/22/2022,,,,,,,
Yelverton Bohemians CC,@YelvertonCC,UK,,,230,6/22/2022,,,,,,,
Erratics CC,@Erraticscc,UK,Devon,,577,6/22/2022,,,,,,,
Chudleigh CC,@Chudleigh_CC,UK,Devon,Devon Cricket League,67,6/22/2022,,,,,,,
Solihull Super Kings CC,@SuperKingsCC,UK,,Arden league,149,6/22/2022,,,,,,,
Hockley Heath CC,@heath_club,UK,,WCL… Arden Sunday League,115,6/22/2022,,,,,,,
Hampton Village CC,@HamptonV_CC,UK,,,135,6/22/2022,,,,,,,
Bablake CC,@BablakeCC,UK,,,452,6/22/2022,,,,,,,
Sutton Coldfield CC,@SuttonCfieldCC,UK,,,751,6/22/2022,,,,,,,
Wolverhampton CC,@WolverhamptonCC,UK,,,1539,6/22/2022,,,,,,,
Streetly CC,@StreetlyCC,UK,Warwickshire,Warwickshire Premier League,574,6/22/2022,,,,,,,
Pelsall CC,@pelsallcc,UK,,,1224,6/22/2022,,,,,,,
Whittington CC,@WhittCC,UK,Staffordshire,,1056,6/22/2022,,,,,,,
Muckamore CC,@mcltc,UK,,,1140,6/22/2022,,,,,,,
CIYMS CC,@CIYMSCC,UK,Northern Ireland,Northern Cricket Union… All Ireland,2165,6/22/2022,,,,,,,
Carrickfergus CC,@CarrickCC1868,UK,Northern Ireland,NCU Premier League,1916,6/22/2022,,,,,,,
Downpatrick CC,@DownpatrickCC,UK,,,1296,6/22/2022,,,,,,,
North West Warriors,@NWCU_Warriors,UK,,,2785,6/22/2022,,,,,,,
Donacloney Mill CC,@cloneymillCC,UK,,,1041,6/22/2022,,,,,,,
Derriaghy CC,@officialaghy,UK,Northern Ireland,NCU,1483,6/22/2022,,,,,,,
Laurelvale CC,@LaurelvaleCC,UK,Northern Ireland,Northern Cricket Union,1069,6/22/2022,,,,,,,
Larne CC,@Larne_CC,UK,,,877,6/22/2022,,,,,,,
Drumaness Super Kings CC,@Drumaness_CC,UK,,,686,6/22/2022,,,,,,,
Cooke Collegians CC,@CookeCollegians,UK,Northern Ireland,,905,6/22/2022,,,,,,,
Waringstown CC,@WaringstownCC,UK,Northern Ireland,,2380,6/22/2022,,,,,,,
CSNI CC,@csnicc,UK,Northern Ireland,,1498,6/22/2022,,,,,,,
Cliftonville Academy CC,@Ville_AcademyCC,UK,Northern Ireland,,410,6/22/2022,,,,,,,
Halverstown CC,@HalverstownCC,Ireland,,,614,6/22/2022,,,,,,,
Civil Service CC,@civilservicecc,Ireland,,,863,6/22/2022,,,,,,,
Adamstown CC,@ACC_Cricket,Ireland,,,849,6/22/2022,,,,,,,
North County CC,@NorthCountycc,Ireland,,,1801,6/22/2022,,,,,,,
Merrion CC,@MerrionCC,Ireland,,,2903,6/22/2022,,,,,,,
The Hills CC,@thehillscc,Ireland,,,1508,6/22/2022,,,,,,,
Pembroke CC,@pembrokecricket,Ireland,,,2657,6/22/2022,,,,,,,
Ballymena CC,@BmenaCC,UK,Northern Ireland,,523,6/22/2022,,,,,,,
North Down CC,@NorthDown1857,UK,Northern Ireland,Northern Cricket Union,2118,6/22/2022,,,,,,,
Dundrum CC,@DundrumCC,UK,Northern Ireland,,1185,6/22/2022,,,,,,,
Victoria CC,@VicCCLurgan,UK,Northern Ireland,NCU,724,6/22/2022,,,,,,,
Templepatrick CC,@tpatrickcc,UK,Northern Ireland,NCU,1278,6/22/2022,,,,,,,
Woodvale CC,@WoodvaleCC1887,UK,Northern Ireland,Northern Cricket Union,1277,6/22/2022,,,,,,,
Lisburn CC,@OfficialLCC,UK,Northern Ireland,,1475,6/22/2022,,,,,,,
Instonians CC,@InstoniansCC,UK,Northern Ireland,NCU Premier League,1526,6/22/2022,,,,,,,
Bready CC,@BreadyCC,UK,Northern Ireland,,1166,6/22/2022,,,,,,,
Brigade CC,@brigade1906,UK,Northern Ireland,,742,6/22/2022,,,,,,,
Foxlodge CC,@FoxlodgeCC,UK,Northern Ireland,,761,6/22/2022,,,,,,,
Glendermott CC,@GCC1926,UK,Northern Ireland,,765,6/22/2022,,,,,,,
Strabane CC,@StrabaneCC,UK,Northern Ireland,,840,6/22/2022,,,,,,,
Armagh CC,@ArmaghCC,UK,Northern Ireland,,1351,6/22/2022,,,,,,,
Holywood CC,@HolywoodCC,UK,Northern Ireland,,1624,6/22/2022,,,,,,,
Dunmurry CC,@dunmurrycc,UK,Northern Ireland,Northern Cricket Union,323,6/22/2022,,,,,,,
Belfast International Sports Club,@BISCCricket,UK,Northern Ireland,Northern Cricket Union,306,6/22/2022,,,,,,,
Monaghan CC,@monaghanCC,Ireland,,,193,6/22/2022,,,,,,,
Lurgan CC,@Lurgancricket,UK,Northern Ireland,,196,6/22/2022,,,,,,,
Ulster Uni Cricket,@UUCricket,UK,Northern Ireland,,429,6/22/2022,,,,,,,
Ardmore CC,@Ardmore1879,UK,Northern Ireland,NWCU Premier,881,6/22/2022,,,,,,,
St Johnston CC,@TheeSaintsCC,Ireland,Donegal,,172,6/22/2022,,,,,,,
Saintfield CC,@Saintfield_CC,UK,Northern Ireland,NCU,114,6/22/2022,,,,,,,
Ards & Donaghadee CC,@ArdsandDeeCC,UK,Northern Ireland,NCU,415,6/22/2022,,,,,,,
PSNI CC,@PSNICricketClub,UK,Northern Ireland,,210,6/22/2022,,,,,,,
North Kildare CC,@nkcricket,Ireland,,,1218,6/22/2022,,,,,,,
Malahide CC,@MalahideCC,Ireland,,,3106,6/22/2022,,,,,,,
Knockharley CC,@KnockharleyCC,Ireland,,Leinster league,470,6/22/2022,,,,,,,
Rush CC,@RushCricketClub,Ireland,Dublin,,1324,6/22/2022,,,,,,,
Balbriggan CC,@Balbriggancc,Ireland,Dublin,,618,6/22/2022,,,,,,,
Athlone CC,@athlonecc1975,Ireland,,,134,6/22/2022,,,,,,,
Lucan CC,@club_lucan,Ireland,,,29,6/22/2022,,,,,,,
Gorey CC,@goreycricket,Ireland,,Leinster league,214,6/22/2022,,,,,,,
Kilkenny CC,@cricketkilkenny,Ireland,,,90,6/22/2022,,,,,,,
Clondalkin CC,@ClondalkinCClub,Ireland,,,158,6/22/2022,,,,,,,
Carlow CC,@Carlow_CC,Ireland,,,400,6/22/2022,,,,,,,
Leprechauns CC,@LeprechaunsCC,Ireland,,,243,6/22/2022,,,,,,,
Ringcommons CC,@RingcommonsCC,Ireland,,,180,6/22/2022,,,,,,,
Waterford & District CC,@CricketWDCC,Ireland,,Munster League,120,6/22/2022,,,,,,,
Wexford Wanderers CC,@WexfordCricket,Ireland,,,345,6/22/2022,,,,,,,
Limerick CC,@LimerickCricket,Ireland,,,1186,6/22/2022,,,,,,,
Castleknock CC,@CastleknockCric,Ireland,,,344,6/22/2022,,,,,,,
United Cricket Clonmel,@ClonmelUnited,Ireland,,,59,6/22/2022,,,,,,,
Greystones CC,@Greystones_c_c,Ireland,,,98,6/22/2022,,,,,,,
Theatrical Cavaliers CC,@CavsCricket87,Ireland,,,82,6/22/2022,,,,,,,
UCC CC,@ucccricket,Ireland,,,413,6/22/2022,,,,,,,
Clare CC,@ClareCricket1,Ireland,,Munster League,39,6/22/2022,,,,,,,
University College Dublin CC,@UcdCricket,Ireland,,,64,6/22/2022,,,,,,,
Oaklands CC,@Oaklands_CC,UK,Essex,T Rippon Mid Essex Cricket League,53,6/23/2022,,,CM3 4NQ,,,,
Brookweald CC,@brookweald,UK,Essex,T Rippon Mid Essex Cricket League,55,6/23/2022,,,CM14 5QF,,,,
High Roding CC,@hrcctweets,UK,Essex,T Rippon Mid Essex Cricket League… Herts & Essex Border League,45,6/23/2022,,,CM6 1NH,,,,
St John's Billericay CC,@BillericaySt,UK,Essex,T Rippon Mid Essex Cricket League… Warsop Sunday League,39,6/23/2022,,,CM4 9PG,,,,
Newham CC,@newhamcc,UK,Essex,Hamro Foundation Essex League… Essex County Cricket League… National Cricket League,124,6/23/2022,,,E6 2SG,,,,
West Essex CC,@WestEssexCrick2,UK,Essex,Hamro Foundation Essex League… National Cricket League,103,6/23/2022,,,E4 9JG,,,,
Stanford le hope CC,@1887slhcc,UK,Essex,Hamro Foundation League,120,6/23/2022,,,SS17 0ED,,,,
Walthamstow CC,@WalthamstowCC,UK,London / Essex,Hamro Foundation Essex League… Essex Sunday League,1263,6/23/2022,,,E17 3QN,,,,
Bugle CC,@BugleCC,UK,Cornwall,,777,6/23/2022,,,,,,,
Aztecs CC,@Aztecs_CC,UK,London / Essex,Hamro Foundation Essex League… Essex Country Cricket League,98,6/23/2022,,,IG6 2JL,,,,
Redbridge CC,@RedbridgeCrkt,UK,London / Essex,Hamro Foundation Essex League… Essex County Cricket League… National Cricket League,306,6/23/2022,,,IG5 0HP,,,,
Neo CC,@neocricketclub,UK,London / Essex,National Cricket League… Hamro Foundation Essex League… Essex County Cricket League,84,6/23/2022,,,E15 2BX,,,,
Maylands Green CC,@maylandsgreencc,UK,London / Essex,,76,6/23/2022,,,RM11 1HA,,,,
Eastonians CC,@EastoniansCC,UK,Essex,,205,6/23/2022,,,CM14 5SD,,,,
Herongate and Ingrave CC,@HerongateCC1850,UK,Essex,,195,6/23/2022,,,CM13 3NY,,,,
Barking CC,@BarkingCricket,UK,London / Essex,Hamro Foundation Essex League… Essex Country Cricket League… National Cricket League,2091,6/23/2022,,,RM8 2JR,,,,
Little Bardfield Village CC,@LBVCricketClub,UK,Essex,Marshall Hatchick Two Counties Cricket Championship,352,6/23/2022,,,CM7 4TS,,,,
Coggeshall Town CC,@CoggyTownCC,UK,Essex,Marshall Hatchick Two Counties Cricket Championship… North Essex Cricket League,1302,6/23/2022,,,CO6 1RQ,,,,
Tendring CC,@TendringCC,UK,Essex,Marshall Hatchick Two Counties Cricket Championship… North Essex Cricket League,553,6/23/2022,,,CO16 9AP,,,,
Tuddenham CC,@tuddcc,UK,Suffolk,Marshall Hatchick Two Counties Cricket Championship,505,6/23/2022,,,IP28 6SB,,,,
Cloghams CC,@cloghamscc,UK,Essex,Herts & Essex Border League,218,6/23/2022,,,CM6 1WG,,,,
Thundridge CC,@ThundridgeCC,UK,Hertfordshire,Herts & Essex Border League,351,6/23/2022,,,SG12 0SS,,,,
Bengeo CC,@BengeoCC,UK,Hertfordshire,Herts & Essex Border League… Herts League,1072,6/23/2022,,,SG14 3JG,,,,
Chappel & Wakes Colne CC,@WeAreCWCCC,UK,Essex,Marshall Hatchick Two Counties Cricket Championship… North Essex Cricket League,403,6/23/2022,,,CO6 2BE,,,,
Brightlingsea CC,@Bseacc,UK,Essex,Marshall Hatchick Two Counties Cricket Championship… North Essex Cricket League,695,6/23/2022,,,CO7 0NN,,,,
Eight Ash Green CC,@eagcc,UK,Essex,Marshall Hatchick Two Counties Cricket Championship… North Essex Cricket League,670,6/23/2022,,,CO3 9TG,,,,
Brantham CC,@BranthamCC,UK,Suffolk,Two Counties,426,6/23/2022,,,,,,,
St Margaret's CC,@StMagsCCIpswich,UK,Suffolk,Marshall Hatchick Two Counties Cricket Championship,507,6/23/2022,,,IP4 4JJ,,,,
Worlingworth CC,@WorlyCC,UK,Suffolk,Marshall Hatchick Two Counties Cricket Championship… Suffolk Medite League,400,6/23/2022,,,IP13 7EF,,,,
West Mersea CC,@WMerseaCC,UK,Essex,Marshall Hatchick Two Counties Cricket Championship… North Essex Cricket League,667,6/23/2022,,,CO5 8RS,,,,
Mistley CC,@MistleyCC,UK,Essex,Marshall Hatchick Two Counties Cricket Championship… North Essex Cricket League,1320,6/23/2022,,,CO11 1ER,,,,
Felixstowe and Corinthians CC,@CCFelixstowe,UK,Suffolk,Marshall Hatchick Two Counties Cricket Championship,890,6/23/2022,,,IP11 9HT,,,,
East Bergholt CC,@EastBergholtCC,UK,Suffolk,Marshall Hatchick Two Counties Cricket Championship,583,6/23/2022,,,CO7 6TP,,,,
Long Melford CC,@Longmelfordcc_,UK,Suffolk,Marshall Hatchick Two Counties Cricket Championship… Hunts Bats league,518,6/23/2022,,,CO10 9JZ,,,,
Wivenhoe Town CC,@WTCCcricket,UK,Essex,Marshall Hatchick Two Counties Cricket Championship… North Essex Cricket League,1441,6/23/2022,,,CO7 9SR,,,,
Thurleigh CC,@ThurleighCC,UK,Bedfordshire,FCCL… BMCL,362,6/23/2022,,,MK44 2DZ,,,,
Sharnbrook & Bromham CC,@SharnBromsCC,UK,Bedfordshire,FCCL... BMCL,366,6/23/2022,,,MK44 1JL,,,,
Shenley Church End CC,@_SCECC,UK,Buckinghamshire,FCCL,533,6/23/2022,,,MK2 2HX,,,,
Bletchley Town CC,@BletchleyTownCC,UK,Buckinghamshire,Cherwell League… FCCL…. Bedfordshire County Cricket League,446,6/23/2022,,,MK2 2HX,,,,
Caddington CC,@CaddingtonCC,UK,Bedfordshire,FCCL,618,6/23/2022,,,LU1 4HH,,,,
Lidlington CC,@LidlingtonCC,UK,Bedfordshire,FCCL,161,6/23/2022,,,MK43 0SB,,,,
Kempston Methodists CC,@KempstonMethsCC,UK,Bedfordshire,Bedfordshire Invitation Saturday League... BMCL,518,6/23/2022,,,MK42 7TG,,,,
Willoughby CC,@WilloughbyCC,UK,Warwickshire,NCL,951,6/23/2022,,,CV23 8BZ,,,,
Old Fullerians CC,@FullerCricket,UK,,,357,6/23/2022,,,,,,,
Wilburton CC,@WilburtonCC,UK,Cambridgeshire,CCA,479,6/23/2022,,,CB6 3SQ,,,,
Girton CC,@GirtonCc,UK,Cambridgeshire,CCA,184,6/23/2022,,,CB3 0QW,,,,
Histon CC,@HistonCC,UK,Cambridgeshire,CCA... Cambs Business House League,849,6/23/2022,,,CB24 9LU,,,,
Nassington CC,@nassington_cc,UK,Northamptonshire,CCA... Huntingdonshire County Cricket League... Rutland Cricket League... EMWCL,604,6/23/2022,,,PE8 6QU,,,,
Royston CC,@RoystonCC,UK,Hertfordshire,CCA,968,6/23/2022,,,SG8 9QG,,,,
Needingworth CC,@NeedingworthCC,UK,Cambridgeshire,CCA,226,6/23/2022,,,PE27 4TF,,,,
Madingley CC,@MadingleyCC,UK,Cambridgeshire,CCA,106,6/23/2022,,,CB3 9LH,,,,
Barley CC,@BarleyCC,UK,Hertfordshire,CCA,115,6/23/2022,,,SG8 8LH,,,,
Staveley Welfare CC,@StaveleyWelfare,UK,Derbyshire,DCCL… MDCL,560,6/23/2022,,,S43 3UG,,,,
Cambridge NCI CC,@CambridgeNCICC,UK,Cambridgeshire,CCA... Huntingdonshire County Cricket League... Cambs Business House League,615,6/23/2022,,,CB4 3DL,,,,
Hemingford Park CC (Abbots Ripton CC),@AbbotsRiptonCC,UK,Cambridgeshire,CCA,216,6/23/2022,,,PE28 9BX,,,,
St Ives & Warboys CC,@st_warboys,UK,Cambridgeshire,CCA,369,6/23/2022,,,PE27 6SJ,,,,
Sutton CC,@SuttonCCcambs,UK,Cambridgeshire,CCA,115,6/23/2022,,,CB6 2RL,,,,
Cottenham CC,@CottenhamCrickt,UK,Cambridgeshire,CCA,516,6/23/2022,,,CB24 8UR,,,,
Bledlow Ridge CC,@BledlowRidgeCC,UK,Buckinghamshire,Cherwell League,841,6/23/2022,,,HP14 4AE,,,,
Cherry Hinton CC,@CHintonCC,UK,Cambridgeshire,CCA... Cambs Business House League,76,6/23/2022,,,CB25 9AH,,,,
Comberton CC,@CcComberton,UK,Cambridgeshire,CCA… Cambs Business House League,221,6/23/2022,,,CB23 7BZ,,,,
Little Shelford CC,@LShelsCricket,UK,Cambridgeshire,CCA,108,6/23/2022,,,CB22 5EW,,,,
Bassingbourn CC,@Bass_cricket,UK,Cambridgeshire,CCA,97,6/23/2022,,,SG8 5NJ,,,,
